Model,Image,Has_Lesion,GT_Lesion_Pixels,Pred_Lesion_Pixels,Case_Lesion_Dice
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice039.png,1,1405,1394,0.9446230793338253
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice040.png,1,1664,1725,0.8939260649619996
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice041.png,1,1607,1637,0.8831762403427026
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice042.png,1,1998,1915,0.90438138383982
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice045.png,1,1805,1892,0.9390504454001174
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice046.png,1,2226,2256,0.9452665903038326
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice048.png,1,2309,2321,0.951901618895255
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice049.png,1,2492,2520,0.942440768999916
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice050.png,1,2725,2772,0.946912635304787
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice051.png,1,2996,3058,0.949246229898095
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice052.png,1,3066,3180,0.9444316688583524
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice053.png,1,3318,3458,0.9488901053396086
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice054.png,1,3599,3579,0.9626389857430574
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice055.png,1,3778,3691,0.9472043221629944
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice059.png,1,4192,4267,0.9561694354146846
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice060.png,1,4259,4218,0.9649410621839782
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice062.png,1,4406,4416,0.9671328480393202
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice064.png,1,4245,4384,0.951086290323344
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice065.png,1,4347,4465,0.9713684022158529
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice066.png,1,4321,4521,0.9682244202701618
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice067.png,1,4508,4532,0.9612555694325663
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice069.png,1,4241,4357,0.9695944674297453
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice070.png,1,3936,4040,0.9650649097019921
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice071.png,1,3754,3829,0.9651461307237796
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice072.png,1,3803,3827,0.9627054932940567
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice073.png,1,3970,3958,0.9619634853419148
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice074.png,1,3499,3485,0.9610887405897219
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice076.png,1,3083,3247,0.9504800870189185
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice079.png,1,2334,2415,0.9530657795999065
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice080.png,1,2398,2471,0.943289263094478
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice081.png,1,2673,2799,0.9455041614296033
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice082.png,1,2754,2699,0.9364553589690436
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice083.png,1,2619,2667,0.9504482258935958
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice085.png,1,2380,2560,0.9368236616671162
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice086.png,1,2489,2628,0.9403020239460096
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice087.png,1,2439,2517,0.9483126455843252
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice088.png,1,2099,2177,0.9360136232923532
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice089.png,1,1922,2046,0.9267517093727824
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice090.png,1,1805,1946,0.9261449225901233
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice092.png,1,1791,1753,0.9482641349447294
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice093.png,1,1627,1598,0.9115465204314087
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice094.png,1,1402,1342,0.8970657823562823
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice096.png,1,1041,1100,0.8773787136828313
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice097.png,1,804,905,0.864202904794537
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice099.png,1,635,708,0.9113924043846667
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice100.png,1,449,525,0.8604166657703993
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice102.png,1,467,427,0.892617448665976
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice103.png,1,412,359,0.8777923772959364
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice104.png,1,336,312,0.8919753072654703
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice105.png,1,200,207,0.9041769019553393
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice107.png,1,106,89,0.841025636712689
Standard U-Net (Base),RET_Cirrus_42533245b1c2cf49d9d5c554dbdee5a0_slice112.png,0,0,0,
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice017.png,1,69,98,0.8476821135915092
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice022.png,1,561,586,0.9293809930868517
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice023.png,1,693,723,0.9278951194989838
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice024.png,1,641,687,0.9276264584220805
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice025.png,1,529,660,0.9382273939675672
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice026.png,1,761,830,0.9429312574948564
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice028.png,1,905,974,0.8979551285599305
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice030.png,1,862,954,0.8634457014316301
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice031.png,1,1055,943,0.8877629076716593
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice033.png,1,1071,1069,0.9128383288602689
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice034.png,1,942,1024,0.8276184546527654
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice035.png,1,932,927,0.9028374211438662
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice036.png,1,885,917,0.8928413504423749
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice041.png,1,1239,1186,0.8052869848156856
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice042.png,1,1431,1455,0.9139236040208628
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice043.png,1,1191,1199,0.9038113662081342
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice044.png,1,1072,1206,0.9131069036642823
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice045.png,1,1243,1191,0.9065019960682846
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice046.png,1,1162,1225,0.8680100611118133
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice047.png,1,1306,1293,0.7936623247771459
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice048.png,1,1404,1343,0.8242736575732769
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice049.png,1,1232,1233,0.8521699850085399
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice050.png,1,1240,1291,0.8105430821189588
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice051.png,1,1147,1190,0.8157192707860051
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice055.png,1,1468,1445,0.8520825387617945
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice056.png,1,1537,1538,0.863498495285493
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice058.png,1,886,1250,0.8103128627190284
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice060.png,1,1158,1270,0.8422260762292627
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice061.png,1,1301,1438,0.8751601415708362
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice062.png,1,938,966,0.8803147716257472
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice063.png,1,1332,1383,0.8666811246902638
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice065.png,1,1358,1476,0.8935883323979165
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice066.png,1,1752,1819,0.8945548406408208
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice067.png,1,1409,1532,0.8706836592483934
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice069.png,1,1554,1613,0.9013914114187852
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice070.png,1,1598,1622,0.8888664129218844
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice071.png,1,1760,1646,0.8733219574717653
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice072.png,1,1220,1283,0.7435526716259367
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice073.png,1,1137,1100,0.8774965953914515
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice074.png,1,1146,1121,0.8571765808798097
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice075.png,1,862,909,0.8391063263161909
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice077.png,1,651,657,0.8913848760120755
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice078.png,1,614,628,0.874691355965681
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice079.png,1,574,609,0.868960861066227
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice080.png,1,371,459,0.8376644068033542
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice082.png,1,443,485,0.9030172404062314
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice083.png,1,376,507,0.8289920715413454
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice084.png,1,694,632,0.8104002152431973
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice085.png,1,643,564,0.84507042183507
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice086.png,1,384,411,0.8628930806756062
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice087.png,1,293,324,0.8330632077259915
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice088.png,1,364,388,0.8643617009782424
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice090.png,1,340,341,0.8281938313829753
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice092.png,1,230,224,0.863436121446176
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice098.png,0,0,0,
Standard U-Net (Base),RET_Cirrus_4d1f2722e3f9c55b689621d1228526db_slice112.png,0,0,0,
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice001.png,0,0,0,
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice014.png,0,0,0,
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice016.png,0,0,25,
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice024.png,0,0,37,
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice030.png,1,172,160,0.8313252987008274
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice032.png,1,330,336,0.8651162777285019
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice033.png,1,398,416,0.9017199006121377
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice034.png,1,416,431,0.9195678260269294
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice035.png,1,485,492,0.8649971942397506
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice036.png,1,427,562,0.8110536662257505
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice038.png,1,458,517,0.8865499146894795
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice039.png,1,658,672,0.9020744754867407
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice045.png,1,1563,1587,0.9688888885813052
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice046.png,1,1897,1833,0.9597855225308887
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice048.png,1,2262,2305,0.818455649644501
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice049.png,1,2512,2487,0.9657108480116882
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice050.png,1,2601,2700,0.9612696011786757
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice051.png,1,2702,2639,0.7318506571624477
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice052.png,1,2763,2744,0.9754857452377907
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice053.png,1,2729,2732,0.9063119957558896
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice054.png,1,2685,2694,0.9126643762825197
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice055.png,1,2448,2494,0.9390254027151432
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice059.png,1,1981,1984,0.90455563469295
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice062.png,1,1720,1752,0.9039493489326498
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice063.png,1,1938,1936,0.9430119639540028
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice065.png,1,1896,1940,0.903653739602367
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice067.png,1,2118,2079,0.8988613539312095
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice068.png,1,2087,2041,0.9046106175975122
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice069.png,1,2184,2185,0.9313667623126158
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice070.png,1,2056,2182,0.9411256886580524
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice072.png,1,2285,2195,0.9482395789609985
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice073.png,1,2299,2254,0.9502661951245877
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice074.png,1,2213,2229,0.9638515388993946
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice075.png,1,2250,2210,0.9322359766736026
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice080.png,1,1486,1480,0.9224544838427329
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice082.png,1,951,1007,0.934627170104889
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice084.png,1,536,653,0.8653683311893579
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice086.png,1,510,558,0.8557825027657316
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice087.png,1,382,414,0.8711363460131021
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice088.png,1,443,482,0.8895016306308088
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice089.png,1,332,389,0.9104258430096537
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice090.png,1,331,369,0.885887333661511
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice091.png,1,274,341,0.8391232391650902
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice092.png,1,352,361,0.9039454281366844
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice093.png,1,418,372,0.8534456576626249
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice094.png,1,335,301,0.7772194291838871
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice095.png,1,353,385,0.8994252860640441
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice096.png,1,359,328,0.8850072767321583
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice101.png,0,0,15,
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice110.png,0,0,0,
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice116.png,0,0,0,
Standard U-Net (Base),RET_Cirrus_5fef2f4c2adcda3b9e07801f713d4ccf_slice120.png,0,0,0,
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice002.png,1,392,392,0.8418367336201062
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice004.png,1,544,567,0.8550855077812011
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice005.png,1,377,345,0.8504155112875131
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice006.png,1,318,386,0.8124999988458806
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice008.png,1,410,460,0.8758620679587792
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice009.png,1,417,510,0.8651564176211904
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice010.png,1,459,611,0.8056074758826097
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice011.png,1,687,750,0.8559498950202157
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice012.png,1,669,702,0.7833698024920716
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice014.png,1,723,794,0.8213579427677271
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice020.png,1,599,832,0.7980433257875308
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice022.png,1,718,793,0.8616810053860482
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice023.png,1,680,989,0.7022168959243756
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice024.png,1,973,1015,0.8712273637468675
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice025.png,1,847,989,0.8159041389891589
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice026.png,1,1126,1352,0.822437449224198
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice028.png,1,926,1137,0.8608822099559467
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice029.png,1,809,1190,0.7573786889657935
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice030.png,1,1014,1274,0.835676625291882
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice031.png,1,1177,1134,0.7832107309462524
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice033.png,1,660,983,0.7267194152606699
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice034.png,1,903,1243,0.7604846221992151
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice035.png,1,813,886,0.7145379630873819
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice036.png,1,888,939,0.8166392989509363
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice037.png,1,564,798,0.7533039642046225
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice039.png,1,765,797,0.8527528803759584
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice041.png,1,875,976,0.7995678007565814
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice042.png,1,620,805,0.8280701748574946
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice043.png,1,1122,1316,0.8342904016266242
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice046.png,1,1270,1610,0.8097222219410687
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice047.png,1,1131,1254,0.8570230604373069
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice049.png,1,713,1003,0.7564102559694579
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice050.png,1,995,1381,0.7651515148294817
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice051.png,1,1931,2030,0.8583690984957413
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice052.png,1,1201,1457,0.8034703882295472
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice053.png,1,2046,2113,0.877614811041689
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice054.png,1,1285,1502,0.8460710438298992
Standard U-Net (Base),RET_Cirrus_6107c818602ec2abf340a89b8e225b12_slice055.png,1,1577,1830,0.8335779275510484
